Input Direction,Column Index,Encoding Algorithm,Compress Algorithm,Encoding Time,Decoding Time,Compress Time,Uncompress Time,Points,Compressed Size,Compression Ratio,
syndata_earthquakes0.csv,1,ElfCompressor32,NOCOMPRESSED,1.0913519E7,7897684.0,0,0,75810.0,1522558.0,0.6276208613639361,
syndata_earthquakes1.csv,1,ElfCompressor32,NOCOMPRESSED,8953288.0,5963919.0,0,0,75810.0,1672668.0,0.68949841709537,
syndata_earthquakes2.csv,1,ElfCompressor32,NOCOMPRESSED,9695415.0,6306741.0,0,0,75810.0,1724861.0,0.7110131414061469,
