Input Direction,Encoding Algorithm,Encoding Time,Decoding Time,Points,Compressed Size,Compression Ratio
/Users/zihanguo/Downloads/R/outlier/outliier_code/encoding-outlier/trans_data/TH-Climate/syndata_climate0.csv,RLE+BOS-O,3435710,2002195,131746,108639.0,0.20615236895237807
